comment_text,label
"Đây là 1 cfs ví dụ về việc đa số người xem chỉ xem bề nổi mà đánh giá toàn bộ này. Tập 1 trông khá lạc quẻ vì vốn đây là lần đầu 3 KM tiếp xúc cận với cast 6 người, với mình đợi cả tuần thấy lâu chứ họ mới gặp nhau mấy tiếng đâu.
Phần t xem phát sóng cũng thấy tương tác ít nên cũng ráng đợi BTS xem thêm, đúng như mình nghĩ, mấy cái vui vui ở đấy cả. Trừ điểm bên dựng cái lỗi này vì có nhiều người coi chơi chẳng quan tâm hậu trường gì đâu, như cfs này.💁‍♀️
Cũng không có quyền ép các bạn phải xem thêm hậu trường, nhưng có nó chính là mở thêm góc nhìn ra đó.
T coi 2 tập này vui sml, cày lại mỗi ngày lúc rảnh đây. Cast có sai sót đôi ba chỗ, nhưng không vì vậy phủ nhận hết rất nhiều tương tác vui vẻ khác được.",0
"Chắc viết cfs từ tuần trước rồi. Thứ nhất là thời lượng không cho phép. Thứ hai là mới gặp nhau lần đầu, trong 1 buổi sáng khách mời chưa bắt kịp sóng của dàn cast, quăng miếng không ăn nhập nên cắt cảnh tiếp. Lúc xem mới cảm thấy rời rạc, không đồng đều. Riêng t vẫn cảm thấy ông Lâm cư xử với khách mời tự nhiên nhất. Cười cười quát quát giống lúc có 6 ae với nhau. Như KMT với Will thân thiện, hiếu khách, xem dễ chịu thật nhưng khách sáo quá cũng thiếu phần giải trí hơn mấy đội kia",0
"Will hiền lành, tiếng Việt chưa tốt nên chắc khó hòa nhập, may cùng đội KMT còn đc hỏi han. Jungrak xem kênh của ông ý, thì cũng có máu tấu hề lắm :)) lắm. Chỉ không thích thái độ của TG, có khi là không có ý j đâu, mà cơ bản TG không biết nói j, cộng thêm cái kiểu mặt nhìn lúc nào cũng có vẻ quạu, mà không tương tác với Jungrak lắm.
Còn LDBL thì cái đoạn bịt mắt ngửi ngửi áo Phúc mập xog nôn ói ọe mình thấy phản cảm kinh khủng, kể cả k biết là ai thì cũng k nên phản ứng lố như thế. Kém duyên. Lại thêm đoạn ông Giang hỏi HTH chọn ai để duy trì nòi giống thì thực sự không chấp nhận đc ấy",-1
"T chỉ biết sau khi xem xong các thể loại hậu trường thì phía đáng trách là khâu biên tập hậu kì. Đồng ý là tương tác chưa mượt nhưng ""lơ"" là chưa đúng.
Thấy có người đánh giá EQ, nếu dùng 1-2 hành động để nói EQ thấp dù người đó có hàng chục hành động tinh tế thì rất buồn cười.",-1
"PM là người nước ngoài, ko rành tiếng cũng ko chuyên nghiệp làm sao mà tương tác khán giả hay pha trò được còn bị bỏ đi 1 mình 1 thuyền, LDBL và NKH đi cùng nhau dễ tương tác cũng đc nhiều screen hơn mà fan còn bênh bảo tại thế này thế nọ🥴",0
Thấy KMT rất nhiệt tình ấy,1
Thấy thất vọng vs 2 tập vừa rồi 🙃 nhạt quá,-1
Vậy là chưa coi mấy cái đoạn cut rồi á,0
Ủa coi mà k thấy cô lập đoạn nào luôn má,0
"Coi mấy đoạn hậu trường thấy có bơ đâu à , kiểu k thân thiết như ng quen thôi",0
"Mới coi có 1 tập bày đặt nói này nói kia trong khi họ còn chưa biết ai là ai , cũng phải cho ngta thgian tìm hiểu chứ khán giả dạo này ra dẻ lắm r đó",0
"t chỉ thấy 2 bên cố gắng hoà nhập nhưng TV khó lắm mọi người ơi, mà quăng miếng giữa ng V với nhau còn khó, 1-2 tập đầu dàn cast cũng đơ đơ nữa nói chi đây là người nước ngoài. Cái quy định trò chơi còn phải hỏi lại họ có hiểu hay ko nữa mà. T lại thấy dàn cast làm rất tốt rồi, muốn hoà nhập chưa bh là dễ cả",0
Ủa đội anh Hàn Quốc t thấy cả 3 đều nhiệt tình lôi kéo nhau mà :))),0
"Mà xem tập này thiện cảm với KMT lại lên hẳn =)) ban đầu thấy ông người Hàn hơi trầm, sợ khó hoà nhập, nhưng mà lúc ngồi ăn, KMT ngồi xa mà vẫn hỏi mấy cái nhỏ nhỏ sâm này giống sâm HQ ha anh, canh này giống gà hầm sâm HQ ha anh, dễ thương ghê",1
thật sự rất thất vọng về tập này cảm giác KM bị bơ rất nhiều,-1
"Đồng quan điểm:)) Đến cả host còn không chú ý tiểu tiết, thì mấy thành viên khác cũng vậy thôi à. Mấy ổng ai cũng cố hòa nhập mà cast chả ai tung hứng cùng. Mất mặt thật😮‍💨",-1
"Ekip giải thích Phúc mập nên sợ thuyền chìm, Lâm ra sức up clip bảo do bị cắt, khách mời up clip nói luôn dc mng qtam, nhưng ng xem vẫn xem chtr có mấy phút rồi cmt khách mời bị cô lập :))",0
"Haiz, ko biết ở đây mng có đi chèo kayak nhiều chưa, nhưg t thấy PM chèo 1m là hợp lý rồi ấy, vì dù là PM + Huy hay PM + DL thì cũng khó mà chèo lắm! T thấy họ cũng chỉ mới gặp nhau, ngại ngôn ngữ nên khớp, coi BTS thấy vui vl. Làm gì đến mức dùng từ xấu hổ ạ?",0
"Coi cả 2 tập thì thấy như này: khách mời là ai thì vào đội Cris Phan và Kiều Minh Tuấn sẽ được quan tâm và nhường mảng miếng hơn.
(như PM đoạn karaoke, ổng được nhường làm MC nè, Will đoạn trong hang cũng được khen quá trời,...)",1
"T nói thật là dàn cast này chắc cũng 3/4 số người không được ăn học đến nơi đến chốn, một số thậm chí xuất thân bần hàn, phong cách chợ búa thì việc cung cách ứng xử không hợp lễ cũng bình thường. Ai tiếp xúc nhiều với giới showbiz Việt thì sẽ thấy, nói lại bảo khinh người chứ celebs mình nhiều người trình văn hoá kém lắm luôn mà chủ yếu là do phải ra đời lăn lộn sớm vì gia cảnh khó khăn. Phông văn hoá thấp nhưng lại đi làm nghệ thuật nên mới sản sinh ra cái nồi cháo heo như ngày nay.",-1
"Bữa giờ vụ này rần rần. Lúc đầu mình cực kì ngạc nhiên sao nhiều ng có ý kiến giống vầy quá, nên đã coi lại tập 21 đến 2 lần, đặc biệt những đoạn team LDBL, thì kết luận của mình là những bạn có ý kiến như chủ thớt là những ng thiếu kinh nghiệm sống, đảm bảo là các bạn chưa từng nằm trong hoàn cảnh là “người nước ngoài” trong một cộng đồng “người bản xứ” bao giờ, nên mới có cảm nhận như vậy. Nếu các bạn từng có trải nghiệm đó, các bạn sẽ thấy những tương tác giữa 3 khách mời và 6 cast là hoàn toàn bình thường. Mình ở nước ngoài, làm trong cty toàn ng nc ngoài, đôi khi trong những cuộc chuyện phiếm mình ko bắt kịp nhịp, ko hiểu những cái joke thuộc về văn hoá của họ, nên thường là ngồi lắng nghe thôi, lâu lâu mới chêm vào đc. Những hội thoại kiểu nhóm này với mình rất khó để nhảy vào. Mà đó chỉ là những tình huống cs nơi công sở, ng ta đã cố gắng ko dùng quá nhiều từ lóng để mình hiểu. Còn đây là 1 show đậm chất giải trí, cách dùng từ, ngôn ngữ là chìa khoá để chọc cười khán giả, ví dụ như “hay ra dẻ” :)) thì chuyện khách mời ko catch đc là hết sức bt, nếu các bạn có xem vài đoạn hậu trường, sẽ thấy rõ ràng là các bạn nc ngoài ko hiểu những mảng miếng, nên ko thể nào bê nguyên xi như vậy lên chương trình đc. Mình đảm bảo là những bạn khách mời cũng cảm thấy rất bt, ko tủi thân gì đâu mn ơi, vì từ mình mà suy ra họ. Mình nói đây là với tư cách 1 ng ko rành tiếng của cộng đồng nơi mình sống, cũng như mấy bạn khách mời, chỉ biết tiếng Việt giao tiếp thôi, chứ bảo hiểu hết mọi thứ như ng bản xứ thì ko thể, mà trong 1 hội thoại nhóm, những ng bản xứ họ cũng ko thể nào chăm chắm nói với 1 mình khách mời, hiếu khách có nhiều cách thể hiện, ko phải chỉ có nhiêu đó. Áp lực của dàn cast còn là chất lượng nội dung của từng tập nữa, những cái mảng miếng làm mấy bạn cười đau bụng đó là từ tim não của ng ta hết chớ có phải chơi đâu. Nhưng sau lần này, chắc chắn ctr và casts sẽ rút kn, vì dù ko cố tình, nhưng ko phải khán giả nào cũng có chung cảm nhận",0
"Học hành tử tế rất cần thiết các bạn à, vì người có tri thức sẽ ko đi so sánh bóng đá với hh. Mạnh dạn đoán em trứng rán viết ra tus này.",0
"Ơ nhưng so này cũng hơi khập khiễng, vì sắc đẹp 7 cuộc thi kia đều đang ở cấp độ "" thế giới"" ( các quốc gia với nhau đúng ko? Nếu xét theo cấp độ thế giới thì bóng đá có mỗi WC, mà lại là 4 năm 1 lần, cùng lắm tính thêm Olympic. Còn lại là cấp độ châu lục hoặc quốc gia mà. 😅 Xét theo thế thì rõ ràng sắc đẹp đang nhiều hơn hẳn, nên ng ta nói bội thực có sai đâu.",0
"Tuy mình là con gái mình theo dõi hoa hậu được 4 năm rồi. Đá banh mình chỉ coi được 2 năm nay thôi. Nhưng bản thân mình cũng nhìn thấy được sự chênh lệch mức phủ sóng và độ ảnh hưởng sự qtam và quy mô nó khác nhau đến cỡ nào. Nên là đừng so sánh như vậy. SS như vậy nó không đáng để nói luôn á.
Nhưng bóng đá nó cuốn thực sự nha. 😂",0
"Dạ nếu mấy cái giải này quan trọng dữ vậy thì sao vẫn có mấy nhân vật như Thanh Tân trứng rán đi thi ạ, training, approval đâu ra vậy ạ.",0
"tổng kết năm 2022 VN có 32 cuộc thi hoa hậu, ko bội thực hoa hậu thì là gì, so với chả sánh",0
"Nguyên 1 châu lục 3 giải bóng, 1 nước VN chục giải hoa hậu",0
"Mấy giải này là giải qte có lsu lâu r chứ có phải mới nổi hay gì đâu
Có chỉ trích thì phải nói mấy cái giải chui chứ
1 cái mang tinh thần thể thao,môn thể thao vua mà đi ss với sắc đẹp?",0
"thế thì chỉ có World Cup và Olympic thì mới ngang hàng được với mấy giải hoa hậu thế giới thôi, so sánh khập khiễng vc :v",0
"Tìm hiểu chưa tới mà đi lên viết bài, ở Anh nhà cái dc chính phủ hợp pháp kia kìa, còn giải quốc tế thì WC với Euro thôi, liệt kê ngu thế k biết",-1
"TTTT tui đang mong có mùa 2 lắm nè. tương tác của cast ổn, thử thách cũng ok, mỗi chặng đều mang thông điệp riêng,... tui thấy cast mỗi người có một điểm mạnh điểm yếu riêng chứ không lệch lạc hẳn đâu, nhìn chung thì cũng hài hòa mà. cách các anh chị cưng hoàng mà dễ chịu trong lòng, hoàng cũng dễ thương muốn xĩuuuuuu. nói chung là mùa 2 nhanh nhanh nha cả nhà mình ơi 🥺",1
T theo dõi Keep running bên Trung từ mùa 1 chắc cũng được 10 năm r. Phải công nhận bên đấy làm show đỉnh thật.,1
Mùa 2 t k coi lun k có bb tran vs trần thành chán cả show,0
"TTTT cũng tương đối được mà mn. Nếu xem từ đầu đến cuối thì mn sẽ nhận thấy 3 ưu điểm của ctr:
- ekip biết lắng nghe khán giả nên mọi thứ dần tốt hơn qua từng tập
- mối liên kết giữa dàn cast
- thông điệp qua mỗi chặng cũng khá hay
Tuy nhiên, mùa đầu tiên nên còn nhiều thiếu sót lắm. Có lẽ do thiếu kinh nghiệm và thiếu đầu tư nhỉ.
Nếu có mùa 2 thì khuyến khích mn nên xem nha bởi vì nó xứng đáng được công nhận và được nhiều người biết đến hơn",0
"Mùa 2 mà trau chuốt gì b. Được mỗi cái đầu tư đi Hàn. Chứ edit cái kiểu cho có, thay cast toàn gà nhà vào chơi cho có. Chứ chả thấy quăng nổi một miếng hài nào. T coi vì những thành viên còn lại của mùa 1 thôi",0
Mùa 2 gọi là diễn theo kịch bản thì đúng hơn,0
"2n1d xem cũng đc. Các thử thách cũng bình thường thôi, nhưng đc cái giới thiệu đc văn hóa các nơi của VN",0
"Nhân tiện ekip Thử thách trốn thoát mà có thấy cmt này thì lẹ lẹ làm mùa 2 nhen, em hóng quá chời",0
"4T coi thích vl, mùa sau thêm nhiều tập về tự tôn dân tộc hơn như bên Trung là đỉnh luôn",0
Mùa 2 phải lấy hết dũng khí mới dám xem nhưng đến khúc xuất hiện Jack tắt luôn video,0
"RM mùa 1 là coi cười ná thở, vẫn thích mùa 1 thôi",0
M2 thấy sượng trân luôn é. Ko thấy hấp dẫn chút nào.,-1
Đã xem bản gốc thì chả có lý do gì phải xem bản shopee.,0
Công nhận 2 show này như cqq,-1
"TTTT khá ổn đấy chứ.
- Ekip biết lắng nghe ý kiến người xem
- Thay đổi, có chủ đề, cốt truyênn theo từng tập và nó khá cuốn
- Lúc đầu vì không có nhà tài trợ nên đương nhiên độ chỉn chu không thể bằng bản Hàn, Trung được
- Về trí tuệ thì về nhưng tập sau đã phát huy được khả năng của từng người rồi
- Có những thông điệp ý nghĩa, hay
Tổng kết là rất ổn đấy chứ, tuy mùa đầu nên có nhiều sai sót nhưng như thế đã quá ổn rồi
Nhân tiện thì ekip tìm nhà tài trợ rồi mau mau ra mùa 2 nhé :3",0
"Đồng ý vs b là RM2 k hay bằng mùa 1, m1 cười muốn tắt thở mà m2 nó sượng sao á :))",0
"RM1 xem còn hay mùa 2 coi chán cảm giác cứ sượng k hết mình như mùa 1, còn 1N1Đ thấy ổn",0
"Mùa 1 RM tương tác vs khách mời cũng tự nhiên và tốt hơn nhiều. Mùa 2 kiểu mời khách mời cho có, tương tác của các thành viên còn sượng nói gì tới khách mời. Mùa 1 xem kiểu mình cười trong vô thức ấy, nó có ko khí của RM bản còn mùa 2 là cái gì gì á.",0
"Mùa 2 RM mình k có xem vì vụ một thành viên trong ekip có đăng bài chửi khán giả chó cứ sủa đoàn người cứ đi sau khi khán giả lên tiếng thời điểm Jack có ồn ào, mà mùa 2 hay k zị mọi người",-1
"Vẫn nhiều kẻ bênh lắm, kêu chỉ nghe sp âm nhạc , ko quan tâm đời tư. Đìn mè, ng bt làm tiểu tam bao nuôi t đã ghét rồi, đây còn nghệ sĩ , sống bằng sự ủng hộ của khán giả. Del quan tâm del đc nhé.",-1
"Ad quên chiêu ""lên chùa tu"" rồi nhá 🤓",0
Showbiz Việt giờ khác gì cái ổ tiểu tam ko. Hot trend à hay gì =))),-1
Bài tẩy này nghe quen vl =)Hẳn là từ người chị cùng họ tên Hờ 🤣,-1
"tuyệt chiêu là """"mẹ quý nhờ con"""" nha, cứ đẻ đi, auto trắng",-1
"giọng bả cũng dạng khá tốt trong dàn nữ ca sĩ hiện nay mà dính vụ này thì cũng ko bênh nổi, chị hát hay nhưng em rất tiếc🙏🏻",-1
con này mà ở showbiz trung hay hàn là tiêu đời e,-1
"Trắng như Omo? Ko, là trắng như Javen 😌😌😌",-1
Tui có làm gì đâu mà các bạn chửi tui 🥲,0
Chị em họ Hồ 👭,0
Công thức này quen ghê,0
"Ca lẻ toàn cái bọn giựt chồng, giựt bồ, ưỡn ẹo banh phô. Gái nghành nhiều khi còn ok hơn vì người ta kiếm tiền và ko nói đạo lý. Còn cái lũ kia, cũng hành nghề kiếm tiền mà còn lên giọng với đời. Đẹp mặt quá cơ",-1
Chắc showbiz bây giờ là It's Trà Xanh Time ấy nhỉ😂😂😂😂😂😂😂😂😂tiểu tam everywhere luôn😂😂😂😂😂😂😂😂😂😂,-1
"Nhiều người vẫn cmt là t chỉ quan tâm nghe giọng hát hay là được, ko quan tâm đời tư các kiểu. Sao thấy mắc cười ghê. Đã là người của công chúng mà đời tư ko sạch sẽ thì tẩy chay chứ. Chứ nếu HH ko là ca sĩ thì dễ gì cặp được đại gia🙄🙄",0
Loài bò thường hay nhai lại,-1
"Thiếu cái tham gia show đóng vai ""chị cả"" thấu tình đạt lý, đứng ra giảng hòa cho đàn em nữa😌",0
"có ai như mình không, ko phải ghét vì nó cặp ông kia mà ghét cái kiểu tỏ ra ngây thơ của nó nhưng bên trong thì hiểm độc vô cùng. Cỡ như Trang khàn hay bô bô vậy còn thất thật hơn",-1
"Hổng liên quan nhgma cho mình hỏi vụ cô ca sĩ H sinh đôi là trước đó có drama gì vậy ạ, tại mình kbiet thiệt😢",0
Không thể nào chuẩn hơn được nữa😂🤣😆,0
"Còn phải mặc thật đẹp, phải thật thần thái, hát thì phải có hit. Sau này sẽ có 1 đống bài kiểu: công nhận là HH này nọ nhưng phải nói là bã đẹp thật; hoặc là, tôi chỉ nghe nhạc HH chứ đời tư tui k quan tâm. Oẹ",0
"thâm quá trời ơi, làm một phát nhắm trúng cả 2 bà =)))))))",0
Eo oi dm đúng vl =))))))) thề trên cđời này ai đi bênh nó thì t cũng chịu =))))) xong lại còn cái kiểu vì hát hay nhạc hay nên nghe chứ ko qtam đời tư 🌝 tai trâu nói cho lại tự ái 🤡🤡,-1
"Không nghe bài nào của cô này lun, nhạc k hợp gu. Dưa này k ăn 😁",0
Ủa cái nước này tẩy trắng gấu bông đc khum mng ơi =)) này e hỏi thiệt ớ 🥲,-1
quá đáng théeee :)))),0
Vẫn k hiểu sao còn fan và người bênh vực.,-1
Mà công nhận cặp sinh đôi của chị H nọ cưng thật sự,1
Sao bước 2+3 nghe giống Hồn Thiên Lạ vậy :)).,-1
Bột giặt tide luôn đợi các chị làm gương mặt thương hiệu,-1
1 bài viết trúng mấy con chim nhạn 👏👏👏,0
Hay qá ad :))) Mừ đỉm cho màn tẩy trắng...trợn 🤣🤣🤣,-1
Náck thâm quá vậy =))))),0
Linh Đàm vô đọc mở mang tầm mắt,0
"Trên Tóp Tóp vẫn đầy người bênh luôn, vào fanpage thấy cũng còn nhiều người bênh lắm, nhất là cái đám nghệ sĩ(Erik,Thu Trang-Tiến Luật,Nguyên Khang,...) đhs bênh được cái dạng này, chắc phải để nó cướp chồng mình rồi mới nói quá. Tiểu tam mặt dày là có Hà Thiên Lộn giờ có Em Họ Hiền Hồ, chị Búp Bê. Riết rồi nghệ sĩ toàn dựt chồng người ta không.",-1
"Bà tổ nghề bây giờ còn đi hát seagame, book quảng cáo ầm ầm, trở thành hình tượng bà mẹ tốt thì mấy em 4' non còn học tập dài dài.",-1
Xịn quá bạn ơi 😂 Chiêu chỉ cây dâu mắng cây hoè của bạn thật toẹt dời,0
Em ấy giờ chỉ còn sức tập thể dục dạng ra với hát mic gân thôi chứ sức đâu mà lo cái khác,0
"Tư nhiên t thấy sợ chữ Hà, Hồ: Hà Thiên Lộn hay Hồ N Hà, Hà Thanh Xuân, Hồ Hiền...",-1
Nói thật đi ông là công ty truyền thông nàooo,0
Hay!!!,1
Ủa đọc nó sai sai mà phải ghi là nối gót đàn chị đã đi trước chỉ dẫn,0
"T ngửi mùi Hà Thiên Lộn trong cái bài cfs này, t khuyên m nên đi khám nách vì nách m sắp hoại tử rồi, nói chuẩn đến từng chi tiết, cả quá trình của chuỵ chúa 4’ quy tụ trong bài này",-1
"Trên tiktok nhiều người bênh con ả này lắm.Đúng là cá mè một lứa,phò bênh phò",-1
Thật ra mình hay đọc mấy vài phân tích về âm nhạc của page thôi. Chứ về drama thì ko bàn tới hahaa. Thấy drama là lướt qua.,0
"Một bộ phận fan cô Mai tỏ ra thượng đẳng lắm cơ. Ai cmt nhận xét cô Mai kỹ thuật tốt nhưng hát ko mang lại cảm xúc là y như rằng bị chửi là “ko có tư duy” “ko có não” hoặc đại loại “ngta là thạc sĩ thanh nhạc đó”😨😨😨 Ngán ngẩm thực sự, sao ko nghe hẳn opera cho nó đẳng cấp luôn",0
"Nhiều bài bên này chối tai lắm, thái độ cũng kiêu căng ngạo mạn nhưng cũng có vài bài đúng..thời đại giờ chỉ cần cầm mic là thành ca sĩ, ca sĩ chỉ dựa vào sự nổi tiếng, viral chứ lại không phải giọng hát, hát live dở tệ đến mức muốn lên đấm cho vài phát...",-1
"Hồi xưa có vô tình xem đc clip hồi cô NM còn chân chất thật thà hát bài Mẹ yêu con vs bài gì ấy, đeo kính cận nhìn duyên dáng hát oke. Mà sau này thấy ảnh đi thi TMS cái chán ngang luôn, bản thân cũng k theo dõi ctrinh nên k nhận xét gì. Chỉ là cô NM này cá nhân thấy chỉ hợp theo đường đi dạy, bon chen ra showbiz mất bản chất và cũng k định hình được phong cách của bản thân, túm lại là có đỏ mà k có thơm. Cảm nhận cá nhân.",0
"Theo cảm nhận của mình thì ca sĩ Ngọc Mai khi hát không khiến mình phải ""Woa"" lên. Nhưng ca sĩ Phạm Khánh Ngọc đã khiến mình nổi hết gai ốc khi nghe cô ấy hát.",0
"bữa TMS t bias O Sen quá trời, đó giờ biết NM lầi đâu chời, mê O tại giọng hay vs đầy biến hoá, trả treo giọng quê tui nữa nên tui mê. Đến khi mở mask nghe pv rồi lên bài này kia là niềm yêu thik của tui giảm nửa rồi, đến vụ Tuý Âm thì giờ tui thành ăngty cmnlr 🙃🙃 🤦🏻‍♀️",0
Theo dõi ca sĩ mặt nạ thì mình thấy thích Hà Trần và Lady Mây hơn. Giọng O Sen hay nhưng không thấy có cá tính. Làm nghệ sĩ không khéo thì bị nhiều người không thích. Mà khéo quá thì cũng bị ghét. Chỉ là nếu không thích thì không quan tâm thôi,0
Vậy có thể bạn chưa biết. Ngọc bài có 4 huy chương bạc 5 huy chương vàng ( theo mình nhớ ) về liên hoan ca múa nhạc toàn quốc do bộ văn hoá tổ chức,1
T không có ghét NM. Nhưng mà lũ học trò của cô thì thì toàn nát :)),-1
Vừa lướt lướt nhìn thấy cmt này của fan Ngọc Mai mà từ người qua đường thành ghét ghét r ấy. Fan cô này nghe vẻ trẻ trâu nhở,-1
"Đc nhiều ngừoi nhắc đến đôi lúc cũng là sự có cảm tình, chứ nhiều người có hát đc đâu mà vẫn đắt show nổi ầm ầm",0
"Nói 1 câu hơi kém lquan, cfs 4 ơi t tưởng đã là giảng viên ĐH thì đều yêu cầu bằng thạc sĩ?",0
"Ngọc Mai hát hay thật nhưng dạo gần đây cô chọn bài không có hợp gì hết, còn page diva kia thì nát xưa giờ rồi, hạ thấp người khác đến phát sợ",0
"Vãi cả bậc thầy dòng nhạc dân ca,nghe NM hát ở TMS chỉ muốn nhắn ẻm sau làm ơn đừng hát dân ca,bolero nữa,hỏng hết cả nhạc 😑 thậm chí hát bài Trót yêu thấy cũng kỳ kỳ, nghe Trung Quân hát như rót mật vào tai,nghe NM như hét vào mặt 😑 đc mỗi bài Chân ái hát là hay nhất, nhưng giờ mình tìm nghe của Thu Minh và Orange thấy hay chả kém chứ nào có cướp hit đc đâu 😶",0
"Ê cho t xí một cái, The Masked Singer có bà Chim với bà Tí mà kêu đám đó em út hết là hơi bị quá á nha, nói kiểu gì cũng đừng nói như cái chương trình đó nó chỉ là sân chơi của con nít thôi.

Còn bà cá, báo cũng có phải loại hàng chợ gì đâu. Cuộc chơi thì họ vẫn mang tính chuyên nghiệp để tham gia.",0
Ngọc Mai cover mấy bài nhạc trẻ được mấy đứa fan mù quáng tâng bốc chứ t có thấy j hay đâu. Có kĩ thuật hơn thôi chứ chẳng có tí cảm xúc gì 🤣,0
Ko hiut sao nma trông ngọc mai ko thấy có thiện cảm,0
"bữa hát nhạc của ngta bị ngta đánh bản quyền xong fan cô còn bảo dc cô hát là vinh dự, hát hay hơn bản gốc, hát hay hơn thì tự mua bài mà hát đi má ơi",0
"Nói chung bọn này có học hành gì đâu, ra vẻ hiểu biết để lùa những người cũng vô học nhưng thích chê người này chửi người nọ thôi.",0
"Pr quá đà nên t từ ko quan tâm sang anti, thấy nhắc đến cô thsi là block, xong còn vụ vs Xesi nữa, mé bà Yến bả còn có Túy Âm vs Vô Tình để nổi, đc cả chuyển động 24h phỏng vấn, chứ cô thsi nổi nhờ media play thì chê mạnh",-1
"page này sp bà cố nội tiểu tam aka hà thiên lộn n è, t ghét dữ luôn",-1
Sáng mở mắt ra đọc được bài này vui dễ sợ.,0
"Thật ra từ trước đó trong page diva divo còn có một con nhận là giảng viên thanh nhạc tại NVTPHCM :)) con đó tên Tú Lê không phải là bạn Admin hiện tại, và cô Ngọc Mai cũng là một người thầy người cô không hiểu mấy cái page “Âm Nhạc so sánh” mình xin phép gọi chung coi họ là như thế nào mà đem ra so sánh như đấu trường zậy á :)) tuyên truyền nâng cao kiến thức có nhiều cách mà",0
Lên ⬆️⬆️⬆️⬆️,0
"Ui, t unfollow page Diva j đó lâu lắm rồi. Đọc 2 3 bài đăng, 1 vài comt thấy admin bên đó ngáo đá quá nên t đã unfollow. Ad bên đó kiểu Lời tao nói luôn đúng, đứa nào cãi chử* nó :))))",-1
Vào xem chúng nó thẩm du tinh thần hài vãi.,-1
💯,1
"Đọc được bài này thấy đã dể sợ. Mừng vì bản thân mình và nhiều người tỉnh ngộ về Ngọc Mai, về admin của Diva Divo",0
..,0
"Bà Ngọc Mai này tôi nghe không thuận tai, không hiểu sao cứ có cảm giác hát không ra chữ.",-1
"Ngày tàn của bọn Diva Divo đã tới, NM lộ mặt thật 😂",-1
"Trước mê Diva Divo vì cái toxic nha, biết là không nên mê cái kiểu đấy nma cảm giác cái xéo sắc đấy mê vc, thêm khoản phân tích âm nhạc cuốn, giờ tự nhiên nổi lên Ngọc Mai thấy admin cứ cố lôi cô lên như muốn nói cô giỏi nhất vậy, hết mê",-1
"má ơi, 10đ nhé. Vụ bằng cấp của thằng admin mình muốn cươi vô mặt nó, kiểu lấy ra khè gì ấy, mấy cái nó học ko khác gì mấy cái online course, cái cert chỉ để gió thoảng mây bay, thằng đó nên đi học tu khẩu để đỡ nghiệp, nhưng chắc nó tính bắt chước cô nó, tâm sạch nhưng cái mỏ dơ =)))",-1
"Khổ lắm nói mãi, ai đâu rảnh nghe đám đì văng đì vô 😏😏😏 tụi nó biết đách gì âm nhạc. Thế giới đâu có trăm ngàn nghệ sĩ với rất nhiều dòng nhạc đa dạng và họ vô cùng tài năng thì tụi ranh con này đâu có biết. Suốt ngày ngồi đáy giếng.",0
Bài viết quá tuyệt vời luôn ad oiiii huhu 🥹🥹🥹,1
"Sáng nay mới thấy con đỗn lì md nào chửi Xesi là ""con đicho xéci"" mà nãy vô group thấy xóa cmt rồi :))))))))))))))))
) Còn được hẳn mấy chục reacts đồng tình nữa chứ. Vô học đến thế là cùng.",-1
"Đáng thương nhất là chửi các nghệ sĩ, dìm họ xuống thậm tệ như họ có thù từ kiếp trước. Sau đó nhân danh này nọ để nâng cô Thạc sĩ gì đó lên. Thế là thế nào, đạo đức ở đâu, cô Thạc sĩ cũng nên xem lại mình.",-1
Thôi thôi khen được chuỵ gái Nữ hoàng Omo hát hay là t next lẹ 🙂🙂 đm nói ko phải khen chứ vnet mà dc 1 phần 10 như knet thì chuỵ gái nghỉ hưu non mịe rồi,-1
"Mình có xem 1 số clip thì thấy cô NM hát hay thật, ko phủ nhận về kỹ thuật, nhưng cô đi hát tham gia đủ thứ ctrinh mà cứ gắn mác thạc sĩ Ngọc Mai nghe nó chói tai sao ấy. Thà danh xưng ấy đi liền vs công việc giảng dạy chuyên môn ko nói làm gì, đây đã tiến vào showbiz vẫn để danh xưng ấy như tỏ ra cao hơn các ca sĩ khác",0
"Bài viết thể hiện người viết là người có trình độ, có hiểu biết, phông văn hoá cao. Page đó không phải để truyền bá kiến thức âm nhạc mà để làm vẩn đục làng nhạc. Nó là công cụ để một số người đạp người khác xuống, cố nhoi mình lên!",0
"Ngày xưa có toxic nhưng nó vui k lố. Kiểu dở thì bị chê thế thôi. Từ ngày có bà osen là page thì rác , group thì thành fc o mai. Đúng là tự đánh mất mình",-1
Ghét vợ chồng nhà này vì lúc nào đi sự kiện cũng phải hôn nhau thể hiện tình cảm =)))) thêm đám fan mất não chửi Xesi quá trời giờ bả đăng bài thì không thấy mén nào vô chửi bênh Osen nữa =)),-1
